98	0	1
96	1	1
94	2	1
96	3	1
98	4	1
97	5	1
106	6	1
110	7	1
115	8	1
115	9	1
119	10	1
122	11	1
121	12	1
128	13	1
126	14	1
131	15	1
132	16	1
136	17	1
136	18	1
142	19	1
142	20	1
142	21	1
147	22	1
147	23	1
148	24	1
154	25	1
160	26	1
166	27	1
169	28	1
171	29	1
172	30	1
179	31	1
180	32	1
186	33	1
191	34	1
199	35	1
209	36	1
216	37	1
218	38	1
216	39	1
223	40	1
230	41	1
228	42	1
227	43	1
233	44	1
243	45	1
248	46	1
255	47	1
259	48	1
260	49	1
267	50	1
275	51	1
280	52	1
286	53	1
289	54	1
293	55	1
296	56	1
298	57	1
304	58	1
305	59	1
309	60	1
315	61	1
316	62	1
325	63	1
331	64	1
335	65	1
333	66	1
336	67	1
345	68	1
356	69	1
373	70	1
375	71	1
368	72	1
384	73	1
387	74	1
384	75	1
397	76	1
404	77	1
406	78	1
422	79	1
439	80	1
451	81	1
452	82	1
464	83	1
468	84	1
471	85	1
472	86	1
491	87	1
504	88	1
505	89	1
525	90	1
525	91	1
536	92	1
547	93	1
553	94	1
563	95	1
571	96	1
566	97	1
574	98	1
592	99	1
603	100	1
617	101	1
627	102	1
644	103	1
642	104	1
646	105	1
666	106	1
680	107	1
680	108	1
694	109	1
715	110	1
717	111	1
730	112	1
738	113	1
749	114	1
770	115	1
775	116	1
778	117	1
789	118	1
812	119	1
829	120	1
836	121	1
847	122	1
870	123	1
881	124	1
890	125	1
913	126	1
935	127	1
967	128	1
977	129	1
977	130	1
996	131	1
1004	132	1
1030	133	1
1041	134	1
1055	135	1
1061	136	1
1089	137	1
1124	138	1
1133	139	1
1148	140	1
1183	141	1
1199	142	1
1233	143	1
1273	144	1
1298	145	1
1324	146	1
1362	147	1
1381	148	1
1384	149	1
1393	150	1
1406	151	1
1435	152	1
1450	153	1
1477	154	1
1504	155	1
1538	156	1
1551	157	1
1568	158	1
1594	159	1
1614	160	1
1640	161	1
1671	162	1
1689	163	1
1731	164	1
1755	165	1
1769	166	1
1800	167	1
1830	168	1
1846	169	1
1876	170	1
1897	171	1
1936	172	1
1959	173	1
1988	174	1
2019	175	1
2053	176	1
2100	177	1
2154	178	1
2213	179	1
2256	180	1
2299	181	1
2344	182	1
2374	183	1
2430	184	1
2475	185	1
2521	186	1
2566	187	1
2639	188	1
2686	189	1
2728	190	1
2771	191	1
2830	192	1
2894	193	1
2955	194	1
2998	195	1
3074	196	1
3146	197	1
3203	198	1
3267	199	1
3320	200	1
3356	201	1
3420	202	1
3500	203	1
3534	204	1
3561	205	1
3634	206	1
3676	207	1
3725	208	1
3782	209	1
3871	210	1
3935	211	1
3972	212	1
4045	213	1
4102	214	1
4122	215	1
4205	216	1
4274	217	1
4358	218	1
4435	219	1
4492	220	1
4589	221	1
4654	222	1
4730	223	1
4834	224	1
4903	225	1
4976	226	1
5098	227	1
5168	228	1
5253	229	1
5318	230	1
5378	231	1
5479	232	1
5545	233	1
5677	234	1
5770	235	1
5899	236	1
5960	237	1
6022	238	1
6104	239	1
6210	240	1
6341	241	1
6490	242	1
6592	243	1
6727	244	1
6840	245	1
6954	246	1
7097	247	1
7218	248	1
7312	249	1
7457	250	1
7591	251	1
7749	252	1
7853	253	1
7979	254	1
8169	255	1
8293	256	1
8458	257	1
8611	258	1
8723	259	1
8845	260	1
8992	261	1
9163	262	1
9305	263	1
9458	264	1
9584	265	1
9724	266	1
9872	267	1
10039	268	1
10244	269	1
10434	270	1
10624	271	1
10798	272	1
10934	273	1
11169	274	1
11347	275	1
11559	276	1
11802	277	1
12021	278	1
12205	279	1
12395	280	1
12596	281	1
12802	282	1
13035	283	1
13277	284	1
13484	285	1
13739	286	1
13990	287	1
14246	288	1
14544	289	1
14829	290	1
15065	291	1
15365	292	1
15639	293	1
15908	294	1
16185	295	1
16396	296	1
16692	297	1
16940	298	1
17264	299	1
17570	300	1
17900	301	1
18297	302	1
18617	303	1
19003	304	1
19335	305	1
19675	306	1
19982	307	1
20254	308	1
20541	309	1
20954	310	1
21298	311	1
21761	312	1
22171	313	1
22584	314	1
23055	315	1
23454	316	1
23899	317	1
24222	318	1
24624	319	1
25048	320	1
25415	321	1
25876	322	1
26261	323	1
26685	324	1
27125	325	1
27598	326	1
28060	327	1
28617	328	1
29047	329	1
29610	330	1
30107	331	1
30604	332	1
31101	333	1
31639	334	1
32118	335	1
32692	336	1
33263	337	1
33811	338	1
34364	339	1
34904	340	1
35505	341	1
36048	342	1
36711	343	1
37407	344	1
38050	345	1
38653	346	1
39300	347	1
39881	348	1
40556	349	1
41239	350	1
41951	351	1
42672	352	1
43370	353	1
44060	354	1
44823	355	1
45586	356	1
46425	357	1
47295	358	1
48099	359	1
48863	360	1
49698	361	1
50480	362	1
51319	363	1
51983	364	1
52846	365	1
53826	366	1
54783	367	1
55765	368	1
56659	369	1
57811	370	1
58812	371	1
59822	372	1
60798	373	1
61902	374	1
63008	375	1
64117	376	1
65188	377	1
66190	378	1
67274	379	1
68406	380	1
69588	381	1
70774	382	1
71865	383	1
73074	384	1
74222	385	1
75442	386	1
76779	387	1
78054	388	1
79409	389	1
80729	390	1
82119	391	1
83397	392	1
84797	393	1
86314	394	1
87800	395	1
89314	396	1
90657	397	1
92292	398	1
93831	399	1
95490	400	1
97200	401	1
98903	402	1
100487	403	1
102276	404	1
103973	405	1
105674	406	1
107445	407	1
109239	408	1
111125	409	1
113299	410	1
115112	411	1
117114	412	1
119102	413	1
121045	414	1
123042	415	1
125040	416	1
127208	417	1
129508	418	1
131844	419	1
134181	420	1
136374	421	1
138631	422	1
140900	423	1
143402	424	1
145821	425	1
148133	426	1
150714	427	1
153387	428	1
155991	429	1
158768	430	1
161383	431	1
164099	432	1
166796	433	1
169753	434	1
172727	435	1
175788	436	1
178866	437	1
181885	438	1
184867	439	1
187957	440	1
191197	441	1
194676	442	1
197878	443	1
201082	444	1
204543	445	1
208132	446	1
211780	447	1
215291	448	1
219080	449	1
222584	450	1
226369	451	1
230372	452	1
234237	453	1
238086	454	1
242199	455	1
246374	456	1
250430	457	1
254531	458	1
259099	459	1
263565	460	1
267881	461	1
272772	462	1
277236	463	1
282015	464	1
286611	465	1
291357	466	1
295972	467	1
300978	468	1
306277	469	1
311188	470	1
316422	471	1
322067	472	1
327538	473	1
333156	474	1
338866	475	1
344516	476	1
350395	477	1
356325	478	1
361970	479	1
368340	480	1
374371	481	1
380934	482	1
387601	483	1
394443	484	1
401352	485	1
408086	486	1
414960	487	1
421896	488	1
428857	489	1
435955	490	1
443222	491	1
450764	492	1
458466	493	1
466311	494	1
474114	495	1
482209	496	1
490160	497	1
498612	498	1
507094	499	1
515782	500	1
524885	501	1
533991	502	1
543467	503	1
552907	504	1
562400	505	1
571996	506	1
581787	507	1
591577	508	1
601514	509	1
611690	510	1
621938	511	1
632232	512	1
643089	513	1
654102	514	1
665190	515	1
676418	516	1
687760	517	1
699417	518	1
711258	519	1
723300	520	1
735119	521	1
747488	522	1
760030	523	1
773054	524	1
786198	525	1
799578	526	1
812973	527	1
826690	528	1
840818	529	1
855284	530	1
869474	531	1
884245	532	1
899197	533	1
914417	534	1
929662	535	1
945773	536	1
961801	537	1
977816	538	1
993778	539	1
1010896	540	1
1028287	541	1
1045701	542	1
1064035	543	1
1081713	544	1
1100084	545	1
1118697	546	1
1136951	547	1
1156496	548	1
1176258	549	1
1196338	550	1
1217051	551	1
1237870	552	1
1258586	553	1
1279613	554	1
1301863	555	1
1323922	556	1
1346436	557	1
1368931	558	1
1391496	559	1
1414946	560	1
1439108	561	1
1463447	562	1
1487914	563	1
1513092	564	1
1538034	565	1
1564126	566	1
1590823	567	1
1617744	568	1
1644871	569	1
1672388	570	1
1700686	571	1
1729939	572	1
1759881	573	1
1789778	574	1
1819883	575	1
1850251	576	1
1881391	577	1
1913112	578	1
1946027	579	1
1979265	580	1
2012798	581	1
2047306	582	1
2081474	583	1
2116868	584	1
2153186	585	1
2190119	586	1
2227050	587	1
2264211	588	1
2302601	589	1
2341841	590	1
2381433	591	1
2421867	592	1
2462403	593	1
2503797	594	1
2546791	595	1
2590352	596	1
2633646	597	1
2677190	598	1
2722921	599	1
2769735	600	1
2816804	601	1
2864146	602	1
2912974	603	1
2962042	604	1
3012181	605	1
3062910	606	1
3114763	607	1
3167065	608	1
3219760	609	1
3273953	610	1
3329125	611	1
3385280	612	1
3443141	613	1
3500060	614	1
3559400	615	1
3619671	616	1
3681107	617	1
3743431	618	1
3807189	619	1
3872227	620	1
3937595	621	1
4002936	622	1
4069701	623	1
4138759	624	1
4208168	625	1
4278788	626	1
4350616	627	1
4423843	628	1
4499512	629	1
4575527	630	1
4653541	631	1
4731467	632	1
4812164	633	1
4893627	634	1
4977253	635	1
5060940	636	1
5147237	637	1
5233587	638	1
5322640	639	1
5413466	640	1
5505449	641	1
5598298	642	1
